transaction_id,timestamp,amount,currency,payment_method,status
676603,2025-02-20 19:13:44.207517,400.21,SGD,Credit Card,Completed
934619,2025-02-27 19:13:44.207519,77.7,JPY,PayPal,Failed
868144,2025-02-19 19:13:44.207522,342.82,EUR,Bank Transfer,Pending
129678,2025-03-05 19:13:44.207525,485.73,GBP,Bank Transfer,Failed
178282,2025-03-11 19:13:44.207528,742.41,GBP,PayPal,Completed
844458,2025-02-22 19:13:44.207531,646.55,SGD,Credit Card,Completed
314058,2025-03-14 19:13:44.207535,298.61,JPY,Bank Transfer,Failed
509614,2025-03-02 19:13:44.207537,363.28,JPY,Credit Card,Failed
517086,2025-02-21 19:13:44.207540,966.36,EUR,Credit Card,Completed
885539,2025-02-24 19:13:44.207543,542.1,EUR,PayPal,Pending
432184,2025-03-06 19:13:44.207546,375.72,SGD,Credit Card,Pending
501437,2025-03-05 19:13:44.207558,157.94,GBP,PayPal,Completed
276965,2025-03-03 19:13:44.207561,442.12,EUR,Bank Transfer,Pending
705743,2025-03-14 19:13:44.207563,274.05,GBP,PayPal,Completed
593340,2025-02-19 19:13:44.207566,965.74,SGD,Credit Card,Completed
845111,2025-03-04 19:13:44.207569,799.32,USD,Bank Transfer,Completed
884312,2025-03-14 19:13:44.207573,43.56,JPY,Bank Transfer,Completed
902823,2025-03-08 19:13:44.207575,219.86,SGD,PayPal,Pending
370808,2025-03-02 19:13:44.207578,440.4,JPY,PayPal,Failed
554033,2025-03-20 19:13:44.207581,405.87,JPY,Credit Card,Completed
737572,2025-03-19 19:13:44.207584,332.6,EUR,PayPal,Pending
632464,2025-02-21 19:13:44.207586,342.96,GBP,PayPal,Failed
140243,2025-03-16 19:13:44.207589,294.28,GBP,Credit Card,Failed
561988,2025-03-07 19:13:44.207593,777.23,EUR,PayPal,Pending
461943,2025-03-14 19:13:44.207597,78.83,USD,PayPal,Pending
496977,2025-03-15 19:13:44.207600,130.44,GBP,Credit Card,Failed
973252,2025-02-21 19:13:44.207603,589.33,USD,PayPal,Failed
935886,2025-02-23 19:13:44.207606,793.72,SGD,Credit Card,Completed
509079,2025-02-23 19:13:44.207609,374.78,SGD,Credit Card,Pending
151882,2025-02-21 19:13:44.207611,854.29,EUR,PayPal,Failed
440224,2025-03-06 19:13:44.207614,126.59,GBP,Credit Card,Completed
229741,2025-02-27 19:13:44.207617,722.43,USD,Credit Card,Failed
651910,2025-02-26 19:13:44.207620,328.28,JPY,Bank Transfer,Completed
873841,2025-03-06 19:13:44.207623,363.49,SGD,Bank Transfer,Completed
439091,2025-03-06 19:13:44.207626,82.88,EUR,Credit Card,Completed
313146,2025-03-02 19:13:44.207628,499.11,JPY,Credit Card,Pending
849002,2025-03-17 19:13:44.207631,302.33,GBP,Credit Card,Failed
151915,2025-03-19 19:13:44.207634,663.15,JPY,Credit Card,Failed
909689,2025-02-27 19:13:44.207637,946.16,JPY,Credit Card,Pending
547069,2025-02-22 19:13:44.207640,836.61,SGD,Bank Transfer,Failed
230495,2025-03-03 19:13:44.207643,125.85,SGD,Credit Card,Completed
801178,2025-03-17 19:13:44.207645,551.25,JPY,Bank Transfer,Completed
993439,2025-03-14 19:13:44.207648,100.91,EUR,Credit Card,Failed
581460,2025-03-19 19:13:44.207651,253.01,GBP,Bank Transfer,Failed
861429,2025-03-05 19:13:44.207654,246.53,GBP,Credit Card,Failed
417641,2025-03-16 19:13:44.207657,867.12,SGD,Bank Transfer,Completed
990742,2025-02-21 19:13:44.207660,449.01,USD,Bank Transfer,Pending
569178,2025-03-14 19:13:44.207663,717.46,USD,Bank Transfer,Pending
846381,2025-03-08 19:13:44.207666,384.05,GBP,Credit Card,Failed
563963,2025-02-26 19:13:44.207669,852.8,SGD,Credit Card,Pending
263760,2025-03-20 19:13:44.207671,176.58,USD,Credit Card,Failed
659386,2025-03-12 19:13:44.207674,366.19,GBP,Bank Transfer,Completed
566655,2025-03-10 19:13:44.207677,923.4,SGD,Credit Card,Pending
185777,2025-03-19 19:13:44.207681,350.23,SGD,Bank Transfer,Pending
252563,2025-03-04 19:13:44.207683,703.36,GBP,Bank Transfer,Pending
681484,2025-03-11 19:13:44.207686,588.73,GBP,Bank Transfer,Failed
910439,2025-03-09 19:13:44.207689,634.0,GBP,Credit Card,Pending
334489,2025-03-03 19:13:44.207692,346.12,GBP,Credit Card,Failed
869524,2025-03-16 19:13:44.207695,215.41,EUR,Credit Card,Pending
464441,2025-03-04 19:13:44.207698,325.38,JPY,Bank Transfer,Pending
982488,2025-02-25 19:13:44.207700,525.44,SGD,Bank Transfer,Completed
417040,2025-03-12 19:13:44.207703,414.05,SGD,PayPal,Pending
752543,2025-02-23 19:13:44.207706,326.02,USD,Credit Card,Pending
561456,2025-03-20 19:13:44.207709,539.2,JPY,PayPal,Completed
179631,2025-03-15 19:13:44.207712,383.65,EUR,Credit Card,Pending
247396,2025-03-01 19:13:44.207715,857.1,JPY,Bank Transfer,Pending
882807,2025-03-17 19:13:44.207718,370.57,EUR,Bank Transfer,Failed
779823,2025-02-22 19:13:44.207721,839.36,EUR,Credit Card,Failed
121239,2025-03-03 19:13:44.207724,16.76,SGD,Credit Card,Pending
733034,2025-03-02 19:13:44.207727,523.96,GBP,PayPal,Failed
208036,2025-02-23 19:13:44.207729,880.27,JPY,PayPal,Failed
689083,2025-02-22 19:13:44.207732,880.86,SGD,Bank Transfer,Completed
891174,2025-03-13 19:13:44.207735,249.52,USD,PayPal,Pending
974510,2025-03-01 19:13:44.207738,853.19,SGD,Credit Card,Failed
996331,2025-03-18 19:13:44.207741,969.31,JPY,Bank Transfer,Failed
452681,2025-02-27 19:13:44.207743,649.89,GBP,Credit Card,Failed
171772,2025-03-16 19:13:44.207746,616.97,SGD,Bank Transfer,Pending
510316,2025-03-14 19:13:44.207749,916.81,SGD,Credit Card,Completed
374136,2025-03-09 19:13:44.207752,92.06,GBP,PayPal,Completed
639883,2025-02-25 19:13:44.207755,47.59,GBP,PayPal,Pending
373458,2025-03-08 19:13:44.207757,929.99,SGD,PayPal,Failed
418736,2025-02-25 19:13:44.207760,731.46,USD,Credit Card,Pending
852069,2025-03-01 19:13:44.207763,752.88,SGD,PayPal,Pending
895667,2025-03-10 19:13:44.207766,876.62,EUR,PayPal,Failed
463941,2025-02-25 19:13:44.207770,799.36,GBP,PayPal,Failed
434440,2025-02-21 19:13:44.207773,605.98,SGD,PayPal,Pending
216118,2025-02-22 19:13:44.207776,526.77,JPY,Credit Card,Failed
501053,2025-03-04 19:13:44.207779,391.74,USD,Bank Transfer,Failed
637137,2025-02-19 19:13:44.207783,526.76,GBP,Credit Card,Pending
127973,2025-02-26 19:13:44.207785,489.49,USD,PayPal,Completed
393081,2025-02-23 19:13:44.207788,248.54,SGD,PayPal,Failed
723548,2025-03-09 19:13:44.207791,508.42,GBP,Credit Card,Failed
950778,2025-03-15 19:13:44.207794,234.16,GBP,PayPal,Pending
264386,2025-03-09 19:13:44.207797,250.79,USD,PayPal,Pending
531356,2025-02-24 19:13:44.207799,299.68,JPY,PayPal,Completed
416072,2025-02-20 19:13:44.207802,260.08,GBP,Bank Transfer,Pending
126106,2025-03-13 19:13:44.207805,704.56,EUR,PayPal,Failed
112953,2025-03-19 19:13:44.207808,658.37,GBP,Credit Card,Pending
658926,2025-03-02 19:13:44.207811,738.47,GBP,Bank Transfer,Completed
331373,2025-03-13 19:13:44.207813,917.56,GBP,Credit Card,Pending
448271,2025-02-28 19:13:44.207816,963.31,USD,Bank Transfer,Completed
290444,2025-03-13 19:13:44.207819,757.23,SGD,Credit Card,Completed
277181,2025-02-22 19:13:44.207822,733.67,JPY,Bank Transfer,Failed
824081,2025-03-06 19:13:44.207829,519.39,USD,Credit Card,Failed
180515,2025-03-08 19:13:44.207832,490.58,USD,Bank Transfer,Pending
654876,2025-03-18 19:13:44.207835,43.58,SGD,Bank Transfer,Completed
841190,2025-03-20 19:13:44.207838,381.82,JPY,Credit Card,Completed
452679,2025-03-19 19:13:44.207841,705.55,JPY,PayPal,Pending
929306,2025-02-19 19:13:44.207844,541.74,SGD,PayPal,Completed
235712,2025-03-10 19:13:44.207847,403.16,GBP,PayPal,Failed
432021,2025-03-09 19:13:44.207850,579.21,EUR,PayPal,Completed
935561,2025-02-22 19:13:44.207853,206.0,EUR,Credit Card,Failed
203164,2025-03-07 19:13:44.207856,501.91,JPY,Credit Card,Completed
611570,2025-03-04 19:13:44.207859,985.16,GBP,Bank Transfer,Failed
801893,2025-03-06 19:13:44.207861,188.95,JPY,Credit Card,Failed
747361,2025-03-16 19:13:44.207864,78.04,JPY,Bank Transfer,Pending
758549,2025-03-19 19:13:44.207867,780.52,JPY,Bank Transfer,Completed
184962,2025-03-14 19:13:44.207871,686.76,JPY,Credit Card,Failed
944598,2025-03-12 19:13:44.207873,216.16,JPY,PayPal,Completed
158445,2025-03-03 19:13:44.207876,308.24,USD,PayPal,Failed
128032,2025-03-19 19:13:44.207879,539.5,EUR,Credit Card,Pending
847834,2025-03-02 19:13:44.207882,388.57,USD,Credit Card,Completed
537594,2025-02-20 19:13:44.207885,934.44,EUR,Credit Card,Pending
993337,2025-03-07 19:13:44.207888,933.79,JPY,PayPal,Failed
879294,2025-03-13 19:13:44.207891,537.08,USD,Credit Card,Failed
820747,2025-02-28 19:13:44.207894,443.17,JPY,PayPal,Pending
447344,2025-02-26 19:13:44.207897,14.34,GBP,Bank Transfer,Pending
234654,2025-02-28 19:13:44.207899,249.8,EUR,PayPal,Completed
616140,2025-03-06 19:13:44.207902,875.62,SGD,PayPal,Pending
922312,2025-03-17 19:13:44.207905,158.52,GBP,PayPal,Pending
455352,2025-03-03 19:13:44.207908,402.62,SGD,PayPal,Pending
764501,2025-03-03 19:13:44.207911,544.92,USD,Bank Transfer,Pending
763907,2025-03-11 19:13:44.207913,357.2,EUR,PayPal,Pending
678393,2025-02-26 19:13:44.207916,687.41,JPY,Credit Card,Pending
580670,2025-03-18 19:13:44.207919,198.53,SGD,Credit Card,Failed
128130,2025-03-16 19:13:44.207922,121.91,USD,Credit Card,Completed
948189,2025-03-07 19:13:44.207924,101.97,GBP,Credit Card,Failed
212898,2025-03-02 19:13:44.207927,296.18,GBP,Credit Card,Completed
895198,2025-02-26 19:13:44.207930,992.43,JPY,Credit Card,Pending
659646,2025-03-19 19:13:44.207933,302.01,JPY,Credit Card,Failed
178443,2025-02-23 19:13:44.207936,608.63,GBP,Bank Transfer,Pending
244322,2025-02-20 19:13:44.207939,690.02,GBP,Credit Card,Completed
994260,2025-03-01 19:13:44.207942,640.57,USD,Bank Transfer,Completed
215137,2025-03-03 19:13:44.207945,818.04,USD,Bank Transfer,Completed
453254,2025-03-05 19:13:44.207948,69.14,EUR,Bank Transfer,Failed
489145,2025-03-08 19:13:44.207951,924.03,EUR,Credit Card,Failed
611049,2025-03-04 19:13:44.207954,572.82,EUR,Credit Card,Pending
705318,2025-02-26 19:13:44.207957,773.07,USD,Credit Card,Completed
509890,2025-03-02 19:13:44.207959,696.19,JPY,PayPal,Completed
818547,2025-02-23 19:13:44.207962,493.48,EUR,PayPal,Failed
420859,2025-02-24 19:13:44.207965,42.2,GBP,Bank Transfer,Completed
101211,2025-02-23 19:13:44.207968,77.46,JPY,Bank Transfer,Pending
437104,2025-03-14 19:13:44.207971,533.26,SGD,Credit Card,Completed
978260,2025-03-03 19:13:44.207974,147.66,USD,Credit Card,Pending
567669,2025-02-28 19:13:44.207977,916.09,JPY,Bank Transfer,Failed
393398,2025-03-11 19:13:44.207980,868.24,USD,PayPal,Completed
262100,2025-03-06 19:13:44.207983,788.22,SGD,Credit Card,Failed
634937,2025-03-11 19:13:44.207985,945.2,USD,PayPal,Failed
416236,2025-02-27 19:13:44.207988,737.0,EUR,PayPal,Pending
945194,2025-03-16 19:13:44.207992,800.53,EUR,PayPal,Completed
577741,2025-03-19 19:13:44.207994,560.27,USD,Credit Card,Pending
714659,2025-03-01 19:13:44.207997,32.24,USD,Bank Transfer,Completed
304565,2025-03-10 19:13:44.208001,977.28,EUR,PayPal,Failed
838639,2025-03-09 19:13:44.208004,895.11,SGD,Credit Card,Pending
268089,2025-02-22 19:13:44.208007,489.82,USD,Bank Transfer,Failed
266280,2025-03-08 19:13:44.208009,603.84,SGD,Credit Card,Pending
346306,2025-03-04 19:13:44.208012,34.15,USD,PayPal,Pending
225690,2025-03-05 19:13:44.208015,838.22,EUR,PayPal,Failed
253142,2025-03-08 19:13:44.208018,678.92,EUR,Bank Transfer,Failed
349343,2025-03-13 19:13:44.208020,755.08,EUR,PayPal,Failed
764075,2025-03-14 19:13:44.208023,906.5,GBP,Credit Card,Completed
331913,2025-02-23 19:13:44.208026,789.77,SGD,Bank Transfer,Pending
120454,2025-03-07 19:13:44.208029,498.53,JPY,PayPal,Pending
607747,2025-03-05 19:13:44.208032,80.53,SGD,Credit Card,Completed
175962,2025-03-02 19:13:44.208035,64.16,USD,Credit Card,Pending
829811,2025-03-03 19:13:44.208037,370.07,SGD,PayPal,Completed
157385,2025-02-28 19:13:44.208040,768.81,GBP,PayPal,Completed
356042,2025-03-09 19:13:44.208043,875.69,JPY,PayPal,Completed
838881,2025-03-17 19:13:44.208046,543.17,SGD,PayPal,Pending
604249,2025-03-20 19:13:44.208049,279.77,EUR,Credit Card,Completed
578096,2025-03-16 19:13:44.208051,776.88,JPY,PayPal,Failed
433535,2025-03-11 19:13:44.208056,827.98,JPY,PayPal,Failed
248411,2025-02-22 19:13:44.208058,622.76,GBP,Credit Card,Failed
866701,2025-03-08 19:13:44.208061,390.06,USD,Credit Card,Pending
746761,2025-03-20 19:13:44.208064,201.42,JPY,PayPal,Pending
815036,2025-03-04 19:13:44.208067,915.59,SGD,PayPal,Failed
877261,2025-02-27 19:13:44.208070,738.29,USD,PayPal,Pending
763812,2025-02-23 19:13:44.208073,599.11,GBP,PayPal,Pending
730972,2025-03-07 19:13:44.208075,840.79,USD,Bank Transfer,Completed
756166,2025-03-01 19:13:44.208078,979.26,SGD,PayPal,Completed
317652,2025-02-23 19:13:44.208081,608.79,USD,Credit Card,Completed
938027,2025-03-04 19:13:44.208084,325.21,JPY,PayPal,Failed
972506,2025-03-13 19:13:44.208087,120.8,SGD,PayPal,Pending
998607,2025-03-03 19:13:44.208090,199.26,USD,Bank Transfer,Completed
719335,2025-02-26 19:13:44.208094,535.96,GBP,Credit Card,Completed
474615,2025-02-20 19:13:44.208100,552.02,SGD,Bank Transfer,Failed
378462,2025-02-20 19:13:44.208103,749.11,USD,Credit Card,Completed
554263,2025-03-15 19:13:44.208106,659.87,SGD,Bank Transfer,Pending
818719,2025-03-03 19:13:44.208109,812.53,JPY,Bank Transfer,Completed
734623,2025-03-12 19:13:44.208112,844.77,USD,Credit Card,Failed
548095,2025-02-25 19:13:44.208115,46.13,SGD,Credit Card,Completed
883950,2025-03-15 19:13:44.208119,374.4,USD,Bank Transfer,Failed
587663,2025-03-16 19:13:44.208121,24.71,EUR,PayPal,Pending
578737,2025-02-22 19:13:44.208124,619.62,GBP,PayPal,Completed
168390,2025-03-03 19:13:44.208127,270.43,USD,Bank Transfer,Failed
417833,2025-03-20 19:13:44.208130,851.13,GBP,PayPal,Pending
826992,2025-03-19 19:13:44.208133,176.41,USD,PayPal,Failed
750881,2025-02-21 19:13:44.208135,178.65,USD,Credit Card,Completed
875290,2025-02-19 19:13:44.208139,668.48,JPY,Credit Card,Failed
731703,2025-03-05 19:13:44.208141,351.03,JPY,Credit Card,Failed
320084,2025-03-07 19:13:44.208144,375.16,EUR,Credit Card,Completed
647262,2025-03-19 19:13:44.208147,106.11,JPY,Bank Transfer,Completed
131622,2025-02-22 19:13:44.208150,791.22,JPY,PayPal,Completed
397353,2025-03-15 19:13:44.208153,597.62,JPY,Bank Transfer,Pending
599518,2025-03-16 19:13:44.208156,89.22,SGD,Bank Transfer,Pending
135245,2025-02-20 19:13:44.208158,190.19,GBP,Credit Card,Completed
868803,2025-03-09 19:13:44.208162,538.3,SGD,Bank Transfer,Completed
882311,2025-03-04 19:13:44.208165,510.91,SGD,Credit Card,Completed
870801,2025-03-14 19:13:44.208168,657.22,USD,PayPal,Pending
643715,2025-03-03 19:13:44.208171,280.28,GBP,Credit Card,Completed
727319,2025-03-15 19:13:44.208174,504.98,SGD,Credit Card,Failed
963328,2025-03-12 19:13:44.208177,814.68,JPY,PayPal,Completed
915037,2025-03-05 19:13:44.208180,579.61,JPY,PayPal,Failed
756670,2025-03-12 19:13:44.208183,489.25,JPY,Credit Card,Pending
779974,2025-03-20 19:13:44.208186,78.91,EUR,Bank Transfer,Failed
861217,2025-02-28 19:13:44.208188,186.32,EUR,Credit Card,Failed
111660,2025-02-27 19:13:44.208191,390.67,GBP,PayPal,Completed
553177,2025-02-22 19:13:44.208194,436.48,SGD,Credit Card,Pending
442548,2025-02-21 19:13:44.208197,723.14,EUR,Credit Card,Failed
351973,2025-03-15 19:13:44.208200,314.22,EUR,Bank Transfer,Completed
608705,2025-02-25 19:13:44.208203,24.74,SGD,PayPal,Failed
954885,2025-03-10 19:13:44.208206,73.8,SGD,PayPal,Failed
495631,2025-03-11 19:13:44.208209,701.75,JPY,Bank Transfer,Failed
197768,2025-03-12 19:13:44.208212,202.1,JPY,Bank Transfer,Failed
835298,2025-03-15 19:13:44.208215,140.98,SGD,Credit Card,Completed
721159,2025-03-13 19:13:44.208217,607.27,GBP,Credit Card,Pending
265954,2025-03-15 19:13:44.208220,851.18,EUR,Bank Transfer,Pending
566099,2025-02-21 19:13:44.208223,180.72,USD,Credit Card,Failed
505983,2025-03-14 19:13:44.208226,97.43,USD,Bank Transfer,Failed
768758,2025-03-02 19:13:44.208228,16.31,JPY,Credit Card,Failed
244399,2025-03-16 19:13:44.208232,542.81,EUR,Credit Card,Completed
535871,2025-02-23 19:13:44.208235,479.96,USD,Bank Transfer,Pending
288972,2025-03-03 19:13:44.208238,998.93,SGD,Bank Transfer,Pending
474504,2025-02-27 19:13:44.208241,814.7,GBP,Credit Card,Pending
985468,2025-03-19 19:13:44.208244,492.12,USD,Bank Transfer,Failed
240619,2025-03-05 19:13:44.208247,663.12,USD,PayPal,Pending
275141,2025-02-20 19:13:44.208250,851.59,JPY,Bank Transfer,Completed
371927,2025-02-26 19:13:44.208253,40.27,GBP,Bank Transfer,Completed
401423,2025-03-07 19:13:44.208256,19.65,GBP,PayPal,Failed
309645,2025-03-17 19:13:44.208259,391.14,EUR,Credit Card,Failed
953048,2025-03-05 19:13:44.208262,414.32,JPY,PayPal,Pending
124814,2025-02-22 19:13:44.208265,255.6,SGD,Credit Card,Completed
143523,2025-03-04 19:13:44.208268,150.6,EUR,Bank Transfer,Completed
157144,2025-03-17 19:13:44.208271,48.85,EUR,Bank Transfer,Pending
602400,2025-03-07 19:13:44.208273,361.41,GBP,PayPal,Pending
297895,2025-03-02 19:13:44.208276,95.39,JPY,PayPal,Pending
215755,2025-02-21 19:13:44.208279,316.16,JPY,PayPal,Completed
661166,2025-03-13 19:13:44.208282,935.0,JPY,Credit Card,Pending
533458,2025-02-28 19:13:44.208285,344.78,USD,PayPal,Pending
690652,2025-03-14 19:13:44.208288,420.21,JPY,PayPal,Pending
724387,2025-03-05 19:13:44.208291,889.22,USD,Credit Card,Failed
921816,2025-03-07 19:13:44.208294,254.13,USD,Credit Card,Failed
611722,2025-02-21 19:13:44.208297,896.95,GBP,Bank Transfer,Pending
560939,2025-02-20 19:13:44.208299,296.75,EUR,PayPal,Pending
475861,2025-03-19 19:13:44.208302,630.34,GBP,Credit Card,Failed
967005,2025-02-23 19:13:44.208305,568.67,JPY,Credit Card,Failed
372265,2025-02-27 19:13:44.208308,921.65,JPY,PayPal,Failed
527312,2025-03-06 19:13:44.208310,948.15,GBP,Credit Card,Failed
275928,2025-02-20 19:13:44.208313,780.13,USD,PayPal,Failed
755720,2025-03-12 19:13:44.208316,711.71,JPY,PayPal,Completed
159465,2025-02-23 19:13:44.208319,244.82,SGD,Bank Transfer,Failed
671805,2025-02-20 19:13:44.208322,832.96,SGD,PayPal,Completed
682223,2025-03-03 19:13:44.208324,500.48,JPY,Credit Card,Pending
641861,2025-03-02 19:13:44.208327,249.69,USD,Bank Transfer,Failed
274002,2025-03-01 19:13:44.208330,940.78,GBP,Bank Transfer,Pending
249911,2025-03-16 19:13:44.208333,270.31,EUR,Bank Transfer,Failed
213389,2025-02-24 19:13:44.208336,279.33,JPY,PayPal,Failed
468160,2025-02-19 19:13:44.208338,216.4,GBP,Credit Card,Completed
409334,2025-02-26 19:13:44.208342,120.92,SGD,Bank Transfer,Pending
278841,2025-03-16 19:13:44.208347,186.69,EUR,Credit Card,Pending
566270,2025-03-12 19:13:44.208349,812.68,GBP,PayPal,Completed
373378,2025-03-05 19:13:44.208352,655.13,USD,Credit Card,Completed
188173,2025-02-23 19:13:44.208355,296.03,EUR,Credit Card,Pending
314162,2025-03-14 19:13:44.208358,550.4,EUR,PayPal,Completed
383714,2025-03-10 19:13:44.208361,698.44,SGD,Credit Card,Pending
652650,2025-02-24 19:13:44.208363,488.95,SGD,Credit Card,Failed
713097,2025-02-19 19:13:44.208366,970.96,EUR,Bank Transfer,Pending
632375,2025-03-14 19:13:44.208372,786.03,EUR,Bank Transfer,Failed
548217,2025-02-26 19:13:44.208375,542.92,JPY,Bank Transfer,Failed
358206,2025-03-11 19:13:44.208378,465.79,SGD,Bank Transfer,Completed
290451,2025-03-20 19:13:44.208381,583.54,EUR,Credit Card,Failed
770967,2025-02-23 19:13:44.208384,266.4,SGD,Credit Card,Pending
760332,2025-03-08 19:13:44.208387,784.86,GBP,Bank Transfer,Failed
454753,2025-02-22 19:13:44.208390,831.08,USD,Bank Transfer,Failed
859334,2025-03-07 19:13:44.208393,130.55,USD,Credit Card,Pending
754595,2025-03-03 19:13:44.208395,483.69,JPY,PayPal,Failed
111538,2025-03-02 19:13:44.208398,983.65,EUR,PayPal,Failed
133087,2025-03-07 19:13:44.208401,746.82,SGD,PayPal,Failed
978481,2025-03-06 19:13:44.208404,283.61,GBP,Bank Transfer,Failed
176837,2025-03-12 19:13:44.208407,445.02,GBP,PayPal,Failed
669542,2025-03-15 19:13:44.208410,31.59,EUR,PayPal,Pending
295652,2025-02-20 19:13:44.208413,270.49,JPY,PayPal,Pending
450421,2025-02-23 19:13:44.208416,376.03,GBP,Bank Transfer,Completed
643134,2025-03-19 19:13:44.208419,408.46,JPY,PayPal,Failed
975116,2025-03-18 19:13:44.208422,154.16,JPY,PayPal,Pending
507628,2025-03-09 19:13:44.208424,350.78,JPY,Bank Transfer,Pending
572889,2025-03-09 19:13:44.208427,10.72,SGD,Credit Card,Completed
727143,2025-03-04 19:13:44.208430,751.57,JPY,Credit Card,Pending
958652,2025-03-10 19:13:44.208433,499.98,SGD,Bank Transfer,Pending
612476,2025-03-07 19:13:44.208436,698.13,JPY,PayPal,Pending
976929,2025-03-13 19:13:44.208439,745.72,USD,PayPal,Completed
106155,2025-03-14 19:13:44.208442,64.9,EUR,Bank Transfer,Pending
462793,2025-02-20 19:13:44.208445,119.34,JPY,PayPal,Failed
130126,2025-02-27 19:13:44.208447,39.32,EUR,PayPal,Pending
120527,2025-03-04 19:13:44.208450,420.81,JPY,PayPal,Failed
